flight_id,airline,origin,destination,scheduled_departure,actual_departure,delay_minutes,delay_cause,load_factor,turnaround_minutes,cancelled,date
DL0753,DL,ATL,SFO,2025-12-03T22:30:00,2025-12-03T22:39:00,9,,0.854,66,False,2025-12-03
JB1045,JB,FLL,LGA,2025-12-04T05:30:00,2025-12-04T05:44:00,14,,0.872,47,False,2025-12-04
SW1099,SW,MCO,SEA,2025-12-04T09:15:00,2025-12-04T09:20:00,5,,0.814,68,False,2025-12-04
JB0920,JB,JFK,SFO,2025-12-04T11:00:00,2025-12-04T11:00:00,0,,0.895,60,False,2025-12-04
DL0903,DL,DEN,EWR,2025-12-04T12:30:00,2025-12-04T12:55:00,25,traffic,0.758,66,False,2025-12-04
AA0291,AA,PHX,BOS,2025-12-04T12:45:00,2025-12-04T12:48:00,3,,0.831,61,False,2025-12-04
UA0067,UA,DFW,LAS,2025-12-04T13:00:00,2025-12-04T13:31:00,31,crew,0.867,37,False,2025-12-04
JB0725,JB,ATL,FLL,2025-12-04T13:30:00,2025-12-04T13:38:00,8,,1.0,63,False,2025-12-04
DL0743,DL,CLT,IAH,2025-12-04T17:45:00,2025-12-04T17:54:00,9,,0.846,74,False,2025-12-04
DL1033,DL,DTW,IAH,2025-12-04T18:45:00,2025-12-04T18:55:00,10,,0.866,76,False,2025-12-04
DL0913,DL,SEA,PHX,2025-12-04T19:45:00,2025-12-04T19:56:00,11,,0.794,48,False,2025-12-04
JB1030,JB,CLT,BOS,2025-12-05T07:00:00,2025-12-05T07:08:00,8,,0.847,61,False,2025-12-05
AA0521,AA,FLL,PHX,2025-12-05T09:15:00,2025-12-05T09:20:00,5,,0.85,54,False,2025-12-05
AA0821,AA,FLL,SFO,2025-12-05T10:00:00,2025-12-05T10:11:00,11,,0.95,52,False,2025-12-05
UA0112,UA,DTW,DFW,2025-12-05T10:30:00,2025-12-05T10:43:00,13,,0.855,72,False,2025-12-05
AA0251,AA,IAH,ATL,2025-12-05T10:30:00,2025-12-05T10:35:00,5,,0.944,44,False,2025-12-05
DL0438,DL,DEN,ORD,2025-12-05T12:45:00,2025-12-05T12:52:00,7,,0.956,67,False,2025-12-05
DL0458,DL,MIA,EWR,2025-12-05T12:45:00,,0,,0.0,0,True,2025-12-05
UA0747,UA,ATL,SEA,2025-12-05T13:30:00,2025-12-05T13:32:00,2,,0.91,40,False,2025-12-05
SW0234,SW,DEN,MCO,2025-12-05T14:15:00,2025-12-05T16:21:00,126,crew,0.898,46,False,2025-12-05
JB0180,JB,DFW,LAS,2025-12-05T16:30:00,2025-12-05T16:36:00,6,,0.857,86,False,2025-12-05
JB0150,JB,MSP,JFK,2025-12-05T16:45:00,2025-12-05T16:55:00,10,,0.79,55,False,2025-12-05
UA1062,UA,EWR,FLL,2025-12-05T19:30:00,2025-12-05T19:40:00,10,,1.0,66,False,2025-12-05
JB0345,JB,CLT,LAS,2025-12-05T19:45:00,2025-12-05T20:00:00,15,crew,0.811,50,False,2025-12-05
JB0125,JB,LGA,FLL,2025-12-05T20:00:00,2025-12-05T20:03:00,3,,0.983,70,False,2025-12-05
JB0600,JB,SFO,LAS,2025-12-05T22:15:00,2025-12-05T22:26:00,11,,0.91,52,False,2025-12-05
DL0553,DL,ORD,SFO,2025-12-06T05:00:00,2025-12-06T05:11:00,11,,0.862,33,False,2025-12-06
SW0059,SW,SEA,JFK,2025-12-06T09:45:00,2025-12-06T09:54:00,9,,0.926,70,False,2025-12-06
SW0494,SW,EWR,MSP,2025-12-06T10:15:00,2025-12-06T10:24:00,9,,0.746,53,False,2025-12-06
SW0014,SW,EWR,LAX,2025-12-06T12:45:00,2025-12-06T13:01:00,16,mechanical,0.863,72,False,2025-12-06
JB0680,JB,LGA,IAH,2025-12-06T12:45:00,2025-12-06T12:45:00,0,,0.906,72,False,2025-12-06
SW0764,SW,FLL,IAH,2025-12-06T14:45:00,2025-12-06T14:53:00,8,,0.753,59,False,2025-12-06
AA0376,AA,LAX,MCO,2025-12-06T18:00:00,2025-12-06T18:05:00,5,,0.797,59,False,2025-12-06
DL0453,DL,LAX,EWR,2025-12-06T20:30:00,2025-12-06T20:33:00,3,,0.844,43,False,2025-12-06
DL0183,DL,FLL,PHX,2025-12-07T06:00:00,2025-12-07T06:03:00,3,,0.773,46,False,2025-12-07
DL0388,DL,SFO,SEA,2025-12-07T06:00:00,2025-12-07T06:12:00,12,,0.897,60,False,2025-12-07
JB0910,JB,IAH,EWR,2025-12-07T06:15:00,2025-12-07T07:22:00,67,weather,0.747,84,False,2025-12-07
UA0007,UA,DTW,SFO,2025-12-07T07:15:00,2025-12-07T07:27:00,12,,0.792,68,False,2025-12-07
SW1109,SW,BOS,FLL,2025-12-07T07:45:00,2025-12-07T07:56:00,11,,0.836,62,False,2025-12-07
UA0042,UA,JFK,BOS,2025-12-07T09:00:00,2025-12-07T09:07:00,7,,0.75,63,False,2025-12-07
AA1166,AA,EWR,SFO,2025-12-07T15:45:00,2025-12-07T17:26:00,101,mechanical,0.851,51,False,2025-12-07
SW0654,SW,MCO,CLT,2025-12-07T20:30:00,2025-12-07T21:45:00,75,crew,0.782,52,False,2025-12-07
DL0938,DL,IAH,DFW,2025-12-07T20:30:00,2025-12-07T20:35:00,5,,0.864,52,False,2025-12-07
SW1074,SW,SEA,EWR,2025-12-07T20:45:00,2025-12-07T20:53:00,8,,0.85,60,False,2025-12-07
UA0422,UA,MCO,MIA,2025-12-07T21:45:00,2025-12-07T21:49:00,4,,0.8,63,False,2025-12-07
JB1165,JB,LGA,JFK,2025-12-07T22:15:00,2025-12-07T22:43:00,28,security,0.751,57,False,2025-12-07
